0.39400032,1.25099932,0.13700032,0.06199932
0.33900132,1.04800032,0.15199932,0.02300132
0.34199932,1.00800132,0.12900032,0.20300132
0.39200032,0.96500032,0.14900032,0.15000032
0.33300032,1.04000132,0.12599932,0.10199932
0.37399932,1.15400132,0.14500032,0.12100032
0.38400132,0.96500032,0.11899932,0.01100032
0.37099832,1.01500132,0.15800132,0.09199932
0.39100132,1.00300032,0.14500032,0.07499932
0.33000032,0.94800032,0.16400032,0.02100032
0.38999932,1.02000032,0.16800132,0.07099932
0.38100132,0.99799932,0.14399932,0.09200132
0.39099932,0.88200032,0.13000132,0.15600032
0.28900032,0.85100032,0.10600132,0.02899932
0.39200032,0.98500132,0.14799932,0.04800032
0.32900032,0.91400032,0.14200032,0.07700032
0.33900132,1.01199932,0.16600032,0.10199932
0.37200032,0.86400032,0.17600132,0.07000032
0.37300132,1.03500032,0.19199932,0.07399932
0.35300132,1.00899932,0.18400032,-0.06000132
0.39300032,0.95500032,0.10400032,0.23000032
0.36100032,0.97000132,0.15200032,0.04799832
0.39099932,1.09400232,0.16000032,0.04900032
0.35400032,1.09999832,0.12800032,0.02000032
0.35800032,1.08400032,0.11300132,0.01000032
0.38200032,0.78900132,0.15300032,0.11200032
0.33500132,0.95800032,0.19100032,0.14200032
0.33700032,0.88200032,0.17500132,0.08700032
0.38699932,1.00800132,0.16099932,0.04600132
0.37299932,1.12999932,0.17200132,0.11899932
0.30100132,0.93700032,0.13600032,0.18499932
0.19699932,0.93200132,0.04900032,0.03100032
0.40000032,0.96400132,0.14200032,0.09400032
0.33400232,0.93499932,0.14099932,0.04600032
0.31699932,0.97200032,0.14100132,0.05699932
0.35500032,1.04200032,0.12999932,0.19500232
0.27599932,0.92300032,0.11700132,0.08899932
0.28299932,1.04400132,0.13400132,0.06699932
0.35800032,0.90800132,0.16700032,0.07399932
0.23600032,1.04299932,0.07799932,-0.00999832
0.27300132,0.93199932,0.12400132,0.01199932
-0.05700132,1.19700132,-0.08899932,-0.08600032
0.37599932,0.93700032,0.17799932,0.02100032
0.38500032,1.07700232,0.15199932,0.04300132
0.25000032,0.99399932,0.09700032,-0.01400032
0.21799932,0.90100132,0.10700032,0.16300032
0.31000132,0.82099932,0.11699932,0.08100132
0.37200032,0.87599932,0.15600032,0.11300132
0.36599932,0.98900032,0.19300132,-0.05200032
0.14200032,1.09000032,0.07600032,0.06799932
0.33700032,0.94100032,0.12700132,0.01000032
0.31500132,1.02700032,0.12599932,0.06800132
0.35500032,1.02999932,0.05900032,0.08900132
0.37999932,0.96300132,0.12900032,0.12000132
0.37200032,1.13000132,0.13399932,0.04800032
0.31500132,1.08099932,0.13200032,0.04200032
0.40000032,0.89200032,0.16700032,0.11000132
0.37800032,1.04400132,0.17999832,0.08500132
0.34900132,0.96900032,0.13900032,0.07499932
0.39300232,0.92199932,0.14900032,0.12399932
0.32399932,1.09600132,0.08700032,0.02800032
0.05699932,1.26800032,0.00700032,-0.12299932
0.30100132,0.95300132,0.08700032,0.07799932
0.34499932,1.02500032,0.15100132,0.08300032
0.33000032,1.07600032,0.10199932,0.06200032
0.39000132,1.01100032,0.13999932,0.08799932
0.33099932,0.87200232,0.13500032,0.07099932
0.28400032,0.98899832,0.10700032,0.14200032
0.32000232,0.91099932,0.14399932,0.06699932
0.37599932,1.06699932,0.16600032,0.09700032
0.25300032,1.01700032,0.09800032,0.08400232
0.36300132,1.00199932,0.12400132,0.18199932
0.40000032,1.02199932,0.15800132,0.08799932
0.36800032,0.85000032,0.16100132,-0.03300132
0.32600032,1.03800032,0.09400032,-0.00499932
0.39700132,1.01899932,0.17100032,0.01899932
0.29800032,1.04799832,0.11300132,0.06200032
0.39300032,1.02700032,0.21400132,0.05900032
0.33499932,0.82700032,0.12900232,0.04799832
0.36400032,0.98600032,0.15799932,0.01000032
0.36899932,0.83300032,0.08200132,0.13099932
0.28599932,1.03999932,0.20400032,0.20800032
0.37200032,0.89600032,0.12600132,0.11899932
0.38000132,1.07399932,0.15000032,0.05400132
0.37000132,0.97300032,0.11200032,0.11599932
0.39799932,1.14500032,0.14900032,0.03700132
0.34300032,1.01400032,0.12700132,0.07399932
0.38900032,1.05000132,0.15799932,0.11800032
0.38500032,1.02699932,0.17600132,0.11300132
0.34600132,0.96900032,0.17700032,0.09100032
0.37599932,0.77100032,0.19199932,0.12800032
0.35500132,0.95399932,0.17400032,0.06399932
0.39000132,1.07599832,0.18000032,0.03599932
0.10100032,1.27400032,-0.00099932,-0.02199932
0.16899932,1.15100132,0.05600232,0.02299932
0.37500032,0.98100132,0.10899932,0.19000132
0.39099932,1.01800032,0.16200132,0.10199932
0.35600132,0.96600032,0.19399832,0.09400032
0.39600032,1.11400032,0.17499932,0.16500132
0.18100032,1.04700132,0.02000032,0.00899932
0.37400132,1.07100132,0.17400032,0.08099932
0.37400132,1.05399932,0.13900032,-0.02000032
0.36100032,1.01400032,0.15800132,0.07899932
0.36899932,0.96100032,0.13100132,0.03000132
0.39799932,1.00799932,0.13000132,0.09499932
0.39000132,0.95999932,0.13600032,0.06200032
0.37900032,0.97400132,0.14099932,0.11600132
0.29299932,1.04700132,0.09499932,0.02500232
0.35100032,0.98000032,0.13300132,0.02100032
0.28800032,0.98300032,0.19100032,0.13200032
0.25700032,0.99500132,0.17100032,0.05500032
0.31399932,0.97500032,0.13000132,0.05500032
0.39300032,1.20299932,0.15800132,0.07300032
0.35599932,0.91000032,0.12800032,0.08000032
0.35199932,1.02900132,0.14300032,0.04600032
0.30300132,1.02399832,0.12399932,0.02300132
0.35400032,0.96500032,0.12399932,0.07600032
0.39300032,0.94000132,0.21900032,0.11700132
0.39200032,0.93100032,0.11699932,0.11500232
